"","X","Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Home.coach","Home.coach.DOB","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","Away.coach","Away.coach.DOB","First.name","Surname","ID","DOB","Height","Weight","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","year","month","day","pavO","pavD","pavM"
"1622",299698,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",5,1,4,0,1,0,3,0,2,1,2,1,1,0,4,5,0,0,2,0,0,57,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,170,25,59
"1623",299699,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",13,9,12,1,2,0,6,0,5,3,2,0,0,0,8,18,1,1,2,0,1,83,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,177,29,153
"1624",299700,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",19,6,7,3,1,0,1,1,7,0,2,0,2,0,3,23,0,2,0,3,1,83,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,178,14,106
"1625",299701,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",14,8,18,1,2,0,5,0,2,7,2,2,2,1,14,19,2,2,0,0,3,78,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,181,0,185
"1626",299702,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Zac","Smith",11909,"22/02/1990",206,105,9,"Geelong",7,3,8,1,1,12,1,0,5,3,0,1,0,0,9,6,2,1,1,0,1,76,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,181,5,157
"1627",299703,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Harry","Taylor",11643,"12/06/1986",195,94,7,"Geelong",11,7,3,0,0,0,1,2,1,0,1,1,1,0,3,11,1,0,9,1,0,96,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,169,155,18
"1628",299704,2016,"6","2016-04-30",1925,"Kardinia Park",23007,"Geelong",5,4,11,8,18,14,25,18,168,"Chris Scott","3/05/1976","Gold Coast",3,2,5,3,6,3,7,6,48,"Rodney Eade","4/04/1958","Nathan","Vardy",11955,"25/06/1991",200,100,30,"Geelong",2,2,4,1,0,11,5,0,0,0,1,0,1,0,3,4,1,1,1,0,0,70,0,"Matt Stevic","Chris Kamolins","Sam Hay","",2016,4,30,170.75,0.666666666666667,30.5
"1629",299705,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Jimmy","Bartel",1106,"4/12/1983",187,87,3,"Geelong",15,7,13,1,1,2,3,1,1,5,4,1,1,0,10,17,1,2,1,0,0,87,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,126.5,29.6666666666667,127
"1630",299706,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Mark","Blicavs",12153,"28/03/1991",198,100,46,"Geelong",6,5,14,0,2,5,10,0,2,6,4,1,3,1,9,9,0,2,2,0,1,85,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,129.25,13.6666666666667,185.5
"1631",299707,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Josh","Caddy",12010,"28/09/1992",186,88,23,"Geelong",12,5,14,1,1,3,4,0,4,2,1,0,0,0,8,18,0,0,1,1,2,80,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,133.75,15,116.5
"1632",299708,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Nakia","Cockatoo",12319,"23/10/1996",186,89,5,"Geelong",8,4,3,1,0,0,4,0,4,1,2,0,0,0,2,9,0,0,0,0,0,60,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,127,4,92
"1633",299709,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Patrick","Dangerfield",11700,"5/04/1990",189,92,35,"Geelong",14,9,12,0,1,1,4,1,7,6,3,2,0,3,11,15,3,0,1,0,3,91,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,141.25,44.3333333333333,240.5
"1634",299710,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Mitch","Duncan",11798,"10/06/1991",188,88,22,"Geelong",15,9,9,0,2,0,3,2,2,3,1,2,0,0,4,21,0,2,0,0,0,84,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,129,45,101
"1635",299711,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Corey","Enright",621,"14/09/1981",187,90,44,"Geelong",9,5,5,0,0,0,7,3,2,0,0,0,0,0,3,12,0,0,3,0,1,88,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,128,101,51
"1636",299712,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Cameron","Guthrie",11884,"19/08/1992",187,84,29,"Geelong",10,0,14,2,0,0,1,3,0,5,2,0,1,0,10,14,0,0,1,0,2,78,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,128,70,102
"1637",299713,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Tom","Hawkins",11548,"21/07/1988",198,110,26,"Geelong",11,4,1,3,2,0,6,0,5,0,4,1,3,0,2,11,0,2,4,0,1,100,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,131,40,91
"1638",299714,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Lachie","Henderson",11637,"14/12/1989",196,98,25,"Geelong",7,6,5,0,0,0,0,2,0,0,3,0,2,0,4,8,3,0,5,0,0,94,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,121,102,-2
"1639",299715,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Shane","Kersten",12287,"15/03/1993",191,93,39,"Geelong",13,9,5,3,1,0,2,0,8,0,1,2,0,0,5,12,0,3,0,0,1,95,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,139,1,128
"1640",299716,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Darcy","Lang",12286,"21/11/1995",183,81,11,"Geelong",7,5,10,0,0,0,3,0,1,0,1,1,0,0,4,13,0,2,2,0,1,76,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,130,23,25
"1641",299717,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Tom","Lonergan",4110,"17/05/1984",197,95,13,"Geelong",10,7,5,0,0,0,1,4,0,0,5,1,1,0,5,10,0,0,4,0,0,96,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,123,135,3
"1642",299718,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Andrew","Mackie",3958,"7/08/1984",193,82,4,"Geelong",13,4,4,1,0,0,5,1,3,0,5,0,1,0,2,15,0,0,1,0,0,86,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,125,34,59
"1643",299719,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",1,0,2,0,1,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,11,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,125,4,5
"1644",299720,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",7,4,6,1,2,0,3,0,2,0,3,1,2,0,5,8,0,2,2,0,0,87,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,126,18,38
"1645",299721,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",17,4,8,4,0,0,3,2,6,2,1,0,0,2,8,16,0,0,1,5,2,92,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,135,56,139
"1646",299722,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Tom","Ruggles",12425,"25/04/1992",186,86,36,"Geelong",14,4,3,0,0,0,3,1,2,1,4,2,2,0,7,10,1,0,2,0,0,83,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,125,48,59
"1647",299723,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",17,1,18,0,0,0,3,3,8,9,4,7,2,0,17,17,0,0,0,0,0,82,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,136,71,314
"1648",299724,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Zac","Smith",11909,"22/02/1990",206,105,9,"Geelong",3,0,6,0,1,14,0,0,1,3,1,2,0,0,8,1,0,0,3,0,0,72,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,129.5,30.6666666666667,98
"1649",299725,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Rhys","Stanley",11847,"1/12/1990",200,100,1,"Geelong",6,4,3,1,1,12,3,0,2,1,2,0,2,0,4,5,1,2,3,0,1,80,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,131,20,75
"1650",299726,2016,"7","2016-05-07",1410,"Kardinia Park",25429,"Geelong",2,4,9,7,12,11,18,15,123,"Chris Scott","3/05/1976","West Coast",3,1,4,2,9,5,12,7,79,"Adam Simpson","16/02/1976","Harry","Taylor",11643,"12/06/1986",195,94,7,"Geelong",5,2,2,0,0,0,8,3,0,0,1,2,1,0,5,4,0,0,8,0,0,93,0,"Jeff Dalgleish","Rob OGorman","Scott Jeffery","",2016,5,7,124,160,25
"1651",299793,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Jimmy","Bartel",1106,"4/12/1983",187,87,3,"Geelong",17,4,8,0,0,0,5,2,5,2,2,1,0,0,10,15,0,0,3,0,2,92,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,110,82,131
"1652",299794,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Mark","Blicavs",12153,"28/03/1991",198,100,46,"Geelong",4,1,14,0,0,11,4,1,0,4,3,2,1,0,11,7,0,0,1,0,0,76,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,101.75,27.6666666666667,109.5
"1653",299795,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Josh","Caddy",12010,"28/09/1992",186,88,23,"Geelong",16,1,11,0,1,1,3,1,7,2,2,1,0,0,10,17,0,1,2,1,2,79,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,113.25,42.3333333333333,156.5
"1654",299796,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Patrick","Dangerfield",11700,"5/04/1990",189,92,35,"Geelong",17,2,15,0,1,1,5,1,11,7,4,2,1,0,15,18,1,0,3,1,1,81,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,113.25,59.3333333333333,322.5
"1655",299797,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Mitch","Duncan",11798,"10/06/1991",188,88,22,"Geelong",11,1,12,0,1,0,2,3,3,1,3,2,0,0,8,14,0,0,0,0,0,84,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,103,65,73
"1656",299798,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Corey","Enright",621,"14/09/1981",187,90,44,"Geelong",14,4,11,0,0,0,4,1,1,3,3,1,1,0,14,11,0,0,2,0,0,90,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,99,48,87
"1657",299799,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Cameron","Guthrie",11884,"19/08/1992",187,84,29,"Geelong",10,1,17,2,0,0,3,1,4,7,3,1,1,0,12,11,0,0,1,0,0,77,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,102,33,209
"1658",299800,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Tom","Hawkins",11548,"21/07/1988",198,110,26,"Geelong",10,7,4,2,3,0,4,0,3,0,1,0,1,0,5,7,1,5,3,0,1,96,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,108,21,56
"1659",299801,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Lachie","Henderson",11637,"14/12/1989",196,98,25,"Geelong",12,6,2,1,1,0,0,4,4,0,1,1,0,1,4,8,1,0,8,0,1,96,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,106,184,61
"1660",299802,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Shane","Kersten",12287,"15/03/1993",191,93,39,"Geelong",8,4,9,2,2,0,2,0,4,0,3,2,0,0,8,7,0,0,0,0,0,80,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,104,8,68
"1661",299803,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Jake","Kolodjashnij",12370,"9/08/1995",193,93,8,"Geelong",5,1,2,0,0,0,3,1,2,1,4,0,1,0,4,3,0,0,3,0,0,87,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,99,55,58
"1662",299804,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Darcy","Lang",12286,"21/11/1995",183,81,11,"Geelong",6,2,4,0,1,0,1,2,2,0,1,1,0,0,3,7,0,0,0,0,0,61,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,101,44,34
"1663",299805,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Tom","Lonergan",4110,"17/05/1984",197,95,13,"Geelong",8,4,4,0,0,0,4,4,2,0,2,0,1,0,4,10,0,0,9,0,0,84,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,99,190,41
"1664",299806,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Andrew","Mackie",3958,"7/08/1984",193,82,4,"Geelong",14,3,2,0,0,0,4,4,5,1,2,1,0,0,4,10,0,0,4,0,0,90,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,104,133,108
"1665",299807,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",8,0,3,1,1,0,0,0,1,1,3,2,1,0,5,5,0,0,1,0,0,68,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,100,14,36
"1666",299808,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",10,4,4,3,1,0,1,0,5,0,3,1,1,0,6,7,2,1,3,0,1,90,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,107,36,78
"1667",299809,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",12,4,2,0,0,0,0,0,5,2,3,1,2,0,5,9,1,0,0,2,2,83,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,108,2,114
"1668",299810,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Jordan","Murdoch",12099,"23/03/1992",190,87,21,"Geelong",7,5,5,1,1,0,1,1,1,0,0,0,0,0,4,8,0,2,1,0,0,67,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,101,29,18
"1669",299811,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Tom","Ruggles",12425,"25/04/1992",186,86,36,"Geelong",6,1,1,0,0,0,3,0,0,0,1,3,1,0,4,3,0,0,1,0,0,66,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,100,17,11
"1670",299812,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",16,2,13,1,0,1,7,1,6,8,4,5,3,2,18,12,1,0,1,0,1,79,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,109.25,37.3333333333333,274.5
"1671",299813,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Zac","Smith",11909,"22/02/1990",206,105,9,"Geelong",7,0,12,1,0,31,4,2,2,10,2,2,1,0,15,5,0,0,7,0,0,78,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,108.75,105.333333333333,289.5
"1672",299814,2016,"11","2016-06-04",1635,"Kardinia Park",22007,"Geelong",2,3,6,7,9,10,14,14,98,"Chris Scott","3/05/1976","Greater Western Sydney",4,2,6,2,10,2,14,4,88,"Leon Cameron","2/09/1972","Harry","Taylor",11643,"12/06/1986",195,94,7,"Geelong",4,4,10,0,0,0,1,1,1,0,2,0,0,0,5,9,0,0,9,0,0,95,0,"Mathew Nicholls","Sam Hay","Scott Jeffery","",2016,6,4,99,132,18
"1673",299815,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Jimmy","Bartel",1106,"4/12/1983",187,87,3,"Geelong",8,2,17,2,0,0,4,0,0,4,3,0,0,0,9,16,0,0,2,0,0,86,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,105,26,92
"1674",299816,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Mark","Blicavs",12153,"28/03/1991",198,100,46,"Geelong",9,8,14,0,1,7,3,1,3,4,2,0,0,0,8,15,2,0,2,0,0,74,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,109.75,47.3333333333333,144.5
"1675",299817,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Josh","Caddy",12010,"28/09/1992",186,88,23,"Geelong",7,3,12,1,1,0,1,0,2,3,5,1,1,0,8,10,1,1,1,2,1,89,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,111,11,93
"1676",299818,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Patrick","Dangerfield",11700,"5/04/1990",189,92,35,"Geelong",27,13,21,2,1,0,3,4,11,13,4,3,1,3,23,25,3,1,1,2,1,81,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,122,105,436
"1677",299819,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Mitch","Duncan",11798,"10/06/1991",188,88,22,"Geelong",11,8,12,1,2,0,5,1,3,2,1,2,0,0,8,15,0,1,1,0,4,76,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,123,40,102
"1678",299820,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Corey","Enright",621,"14/09/1981",187,90,44,"Geelong",13,5,5,0,0,0,0,3,3,2,1,0,0,0,6,12,1,0,2,1,0,89,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,108,89,85
